"","Date","Survey.Number","MAE","Zone","Site","Management","Upwelling","Latitude","Longitude","Surveyor.Name","Patch","Quad","Quad.area","Species","Stage","Density","Cover total points","Cover"
"1657",2021-10-29,3,24,"North","Isla Grande de Atacama","TURF","N",-27.26299,-70.95893,"Juan Pablo Si<U+00F1>uela","3",1,1,"Taliepus spp.","NA",0,"NA","NA"
"1658",2021-10-29,3,24,"North","Isla Grande de Atacama","TURF","N",-27.26299,-70.95893,"Juan Pablo Si<U+00F1>uela","3",2,1,"Taliepus spp.","NA",0,"NA","NA"
"1659",2021-10-29,3,24,"North","Isla Grande de Atacama","TURF","N",-27.26299,-70.95893,"Juan Pablo Si<U+00F1>uela","3",3,1,"Taliepus spp.","NA",0,"NA","NA"
"1660",2021-10-29,3,24,"North","Isla Grande de Atacama","TURF","N",-27.26299,-70.95893,"Juan Pablo Si<U+00F1>uela","3",4,1,"Taliepus spp.","NA",0,"NA","NA"
"1661",2021-10-29,3,24,"North","Isla Grande de Atacama","TURF","N",-27.26292,-70.95905,"Camila Gonzalez","4",1,1,"Taliepus spp.","NA",0,"NA","NA"
"1662",2021-10-29,3,24,"North","Isla Grande de Atacama","TURF","N",-27.26292,-70.95905,"Camila Gonzalez","4",2,1,"Taliepus spp.","NA",0,"NA","NA"
"1663",2021-10-29,3,24,"North","Isla Grande de Atacama","TURF","N",-27.26292,-70.95905,"Camila Gonzalez","4",3,1,"Taliepus spp.","NA",0,"NA","NA"
"1664",2021-10-29,3,24,"North","Isla Grande de Atacama","TURF","N",-27.26292,-70.95905,"Camila Gonzalez","4",4,1,"Taliepus spp.","NA",0,"NA","NA"
"1665",2021-11-03,3,24,"North-Central","Chanaral de Aceituno OA","OA","Y",-29.04989,-71.48627,"Camila Gonzalez","1",1,1,"Taliepus spp.","NA",0,"NA","NA"
"1666",2021-11-03,3,24,"North-Central","Chanaral de Aceituno OA","OA","Y",-29.04989,-71.48627,"Camila Gonzalez","1",2,1,"Taliepus spp.","NA",0,"NA","NA"
"1667",2021-11-03,3,24,"North-Central","Chanaral de Aceituno OA","OA","Y",-29.04989,-71.48627,"Camila Gonzalez","1",3,1,"Taliepus spp.","NA",0,"NA","NA"
"1668",2021-11-03,3,24,"North-Central","Chanaral de Aceituno OA","OA","Y",-29.04989,-71.48627,"Camila Gonzalez","1",4,1,"Taliepus spp.","NA",0,"NA","NA"
"1669",2021-11-03,3,24,"North-Central","Chanaral de Aceituno OA","OA","Y",-29.04983,-71.48627,"Juan Pablo Si<U+00F1>uela","2",1,1,"Taliepus spp.","NA",0,"NA","NA"
"1670",2021-11-03,3,24,"North-Central","Chanaral de Aceituno OA","OA","Y",-29.04983,-71.48627,"Juan Pablo Si<U+00F1>uela","2",2,1,"Taliepus spp.","NA",0,"NA","NA"
"1671",2021-11-03,3,24,"North-Central","Chanaral de Aceituno OA","OA","Y",-29.04983,-71.48627,"Juan Pablo Si<U+00F1>uela","2",3,1,"Taliepus spp.","NA",0,"NA","NA"
"1672",2021-11-03,3,24,"North-Central","Chanaral de Aceituno OA","OA","Y",-29.04983,-71.48627,"Juan Pablo Si<U+00F1>uela","2",4,1,"Taliepus spp.","NA",0,"NA","NA"
"1673",2021-11-03,3,24,"North-Central","Chanaral de Aceituno OA","OA","Y",-29.04995,-71.4863,"Camila Gonzalez","3",1,1,"Taliepus spp.","NA",0,"NA","NA"
"1674",2021-11-03,3,24,"North-Central","Chanaral de Aceituno OA","OA","Y",-29.04995,-71.4863,"Camila Gonzalez","3",2,1,"Taliepus spp.","NA",0,"NA","NA"
"1675",2021-11-03,3,24,"North-Central","Chanaral de Aceituno OA","OA","Y",-29.04995,-71.4863,"Camila Gonzalez","3",3,1,"Taliepus spp.","NA",0,"NA","NA"
"1676",2021-11-03,3,24,"North-Central","Chanaral de Aceituno OA","OA","Y",-29.04995,-71.4863,"Camila Gonzalez","3",4,1,"Taliepus spp.","NA",0,"NA","NA"
"1677",2021-11-03,3,24,"North-Central","Chanaral de Aceituno OA","OA","Y",-29.05005,-71.48637,"Juan Pablo Si<U+00F1>uela","4",1,1,"Taliepus spp.","NA",0,"NA","NA"
"1678",2021-11-03,3,24,"North-Central","Chanaral de Aceituno OA","OA","Y",-29.05005,-71.48637,"Juan Pablo Si<U+00F1>uela","4",2,1,"Taliepus spp.","NA",0,"NA","NA"
"1679",2021-11-03,3,24,"North-Central","Chanaral de Aceituno OA","OA","Y",-29.05005,-71.48637,"Juan Pablo Si<U+00F1>uela","4",3,1,"Taliepus spp.","NA",0,"NA","NA"
"1680",2021-11-03,3,24,"North-Central","Chanaral de Aceituno OA","OA","Y",-29.05005,-71.48637,"Juan Pablo Si<U+00F1>uela","4",4,1,"Taliepus spp.","NA",0,"NA","NA"
"1681",2021-11-07,3,24,"North-Central","Chanaral de Aceituno TURF","TURF","Y",-29.14177,-71.5013,"Camila Gonzalez","1",1,1,"Taliepus spp.","NA",0,"NA","NA"
"1682",2021-11-07,3,24,"North-Central","Chanaral de Aceituno TURF","TURF","Y",-29.14177,-71.5013,"Camila Gonzalez","1",2,1,"Taliepus spp.","NA",0,"NA","NA"
"1683",2021-11-07,3,24,"North-Central","Chanaral de Aceituno TURF","TURF","Y",-29.14177,-71.5013,"Camila Gonzalez","1",3,1,"Taliepus spp.","NA",0,"NA","NA"
"1684",2021-11-07,3,24,"North-Central","Chanaral de Aceituno TURF","TURF","Y",-29.14177,-71.5013,"Camila Gonzalez","1",4,1,"Taliepus spp.","NA",1,"NA","NA"
"1685",2021-11-07,3,24,"North-Central","Chanaral de Aceituno TURF","TURF","Y",-29.14186,-71.50125,"Juan Pablo Si<U+00F1>uela","2",1,1,"Taliepus spp.","NA",0,"NA","NA"
"1686",2021-11-07,3,24,"North-Central","Chanaral de Aceituno TURF","TURF","Y",-29.14186,-71.50125,"Juan Pablo Si<U+00F1>uela","2",2,1,"Taliepus spp.","NA",0,"NA","NA"
"1687",2021-11-07,3,24,"North-Central","Chanaral de Aceituno TURF","TURF","Y",-29.14186,-71.50125,"Juan Pablo Si<U+00F1>uela","2",3,1,"Taliepus spp.","NA",0,"NA","NA"
"1688",2021-11-07,3,24,"North-Central","Chanaral de Aceituno TURF","TURF","Y",-29.14186,-71.50125,"Juan Pablo Si<U+00F1>uela","2",4,1,"Taliepus spp.","NA",0,"NA","NA"
"1689",2021-11-07,3,24,"North-Central","Chanaral de Aceituno TURF","TURF","Y",-29.14196,-71.50123,"Juan Pablo Si<U+00F1>uela","3",1,1,"Taliepus spp.","NA",0,"NA","NA"
"1690",2021-11-07,3,24,"North-Central","Chanaral de Aceituno TURF","TURF","Y",-29.14196,-71.50123,"Juan Pablo Si<U+00F1>uela","3",2,1,"Taliepus spp.","NA",0,"NA","NA"
"1691",2021-11-07,3,24,"North-Central","Chanaral de Aceituno TURF","TURF","Y",-29.14196,-71.50123,"Juan Pablo Si<U+00F1>uela","3",3,1,"Taliepus spp.","NA",0,"NA","NA"
"1692",2021-11-07,3,24,"North-Central","Chanaral de Aceituno TURF","TURF","Y",-29.14196,-71.50123,"Juan Pablo Si<U+00F1>uela","3",4,1,"Taliepus spp.","NA",0,"NA","NA"
"1693",2021-11-07,3,24,"North-Central","Chanaral de Aceituno TURF","TURF","Y",-29.14208,-71.50133,"Juan Pablo Si<U+00F1>uela","4",1,1,"Taliepus spp.","NA",0,"NA","NA"
"1694",2021-11-07,3,24,"North-Central","Chanaral de Aceituno TURF","TURF","Y",-29.14208,-71.50133,"Juan Pablo Si<U+00F1>uela","4",2,1,"Taliepus spp.","NA",0,"NA","NA"
"1695",2021-11-07,3,24,"North-Central","Chanaral de Aceituno TURF","TURF","Y",-29.14208,-71.50133,"Juan Pablo Si<U+00F1>uela","4",3,1,"Taliepus spp.","NA",0,"NA","NA"
"1696",2021-11-07,3,24,"North-Central","Chanaral de Aceituno TURF","TURF","Y",-29.14208,-71.50133,"Juan Pablo Si<U+00F1>uela","4",4,1,"Taliepus spp.","NA",0,"NA","NA"
"1697",2022-04-15,4,30,"North","Puerto Viejo","OA","N",-27.33755,-70.97712,"Rodrigo Mu<U+00F1>oz","1",1,1,"Taliepus spp.","NA",0,"NA","NA"
"1698",2022-04-15,4,30,"North","Puerto Viejo","OA","N",-27.33755,-70.97712,"Rodrigo Mu<U+00F1>oz","1",2,1,"Taliepus spp.","NA",0,"NA","NA"
"1699",2022-04-15,4,30,"North","Puerto Viejo","OA","N",-27.33755,-70.97712,"Rodrigo Mu<U+00F1>oz","1",3,1,"Taliepus spp.","NA",0,"NA","NA"
"1700",2022-04-15,4,30,"North","Puerto Viejo","OA","N",-27.33755,-70.97712,"Rodrigo Mu<U+00F1>oz","1",4,1,"Taliepus spp.","NA",0,"NA","NA"
"1701",2022-04-15,4,30,"North","Puerto Viejo","OA","N",-27.33778,-70.97704,"Camila Gonzalez","2",1,1,"Taliepus spp.","NA",0,"NA","NA"
"1702",2022-04-15,4,30,"North","Puerto Viejo","OA","N",-27.33778,-70.97704,"Camila Gonzalez","2",2,1,"Taliepus spp.","NA",0,"NA","NA"
"1703",2022-04-15,4,30,"North","Puerto Viejo","OA","N",-27.33778,-70.97704,"Camila Gonzalez","2",3,1,"Taliepus spp.","NA",0,"NA","NA"
"1704",2022-04-15,4,30,"North","Puerto Viejo","OA","N",-27.33778,-70.97704,"Camila Gonzalez","2",4,1,"Taliepus spp.","NA",0,"NA","NA"
"1705",2022-04-15,4,30,"North","Puerto Viejo","OA","N",-27.33765,-70.97726,"Catalina Ruz","3",1,1,"Taliepus spp.","NA",0,"NA","NA"
"1706",2022-04-15,4,30,"North","Puerto Viejo","OA","N",-27.33765,-70.97726,"Catalina Ruz","3",2,1,"Taliepus spp.","NA",0,"NA","NA"
"1707",2022-04-15,4,30,"North","Puerto Viejo","OA","N",-27.33765,-70.97726,"Catalina Ruz","3",3,1,"Taliepus spp.","NA",0,"NA","NA"
"1708",2022-04-15,4,30,"North","Puerto Viejo","OA","N",-27.33765,-70.97726,"Catalina Ruz","3",4,1,"Taliepus spp.","NA",0,"NA","NA"
"1709",2022-04-15,4,30,"North","Puerto Viejo","OA","N",-27.33782,-70.97746,"Juan Pablo Si<U+00F1>uela","4",1,1,"Taliepus spp.","NA",0,"NA","NA"
"1710",2022-04-15,4,30,"North","Puerto Viejo","OA","N",-27.33782,-70.97746,"Juan Pablo Si<U+00F1>uela","4",2,1,"Taliepus spp.","NA",0,"NA","NA"
"1711",2022-04-15,4,30,"North","Puerto Viejo","OA","N",-27.33782,-70.97746,"Juan Pablo Si<U+00F1>uela","4",3,1,"Taliepus spp.","NA",0,"NA","NA"
"1712",2022-04-15,4,30,"North","Puerto Viejo","OA","N",-27.33782,-70.97746,"Juan Pablo Si<U+00F1>uela","4",4,1,"Taliepus spp.","NA",0,"NA","NA"
"1713",2022-04-16,4,30,"North","Isla Grande de Atacama","TURF","N",-27.26293,-70.95882,"Rodrigo Mu<U+00F1>oz","1",1,1,"Taliepus spp.","NA",0,"NA","NA"
"1714",2022-04-16,4,30,"North","Isla Grande de Atacama","TURF","N",-27.26293,-70.95882,"Rodrigo Mu<U+00F1>oz","1",2,1,"Taliepus spp.","NA",0,"NA","NA"
"1715",2022-04-16,4,30,"North","Isla Grande de Atacama","TURF","N",-27.26293,-70.95882,"Rodrigo Mu<U+00F1>oz","1",3,1,"Taliepus spp.","NA",0,"NA","NA"
"1716",2022-04-16,4,30,"North","Isla Grande de Atacama","TURF","N",-27.26293,-70.95882,"Rodrigo Mu<U+00F1>oz","1",4,1,"Taliepus spp.","NA",0,"NA","NA"
"1717",2022-04-16,4,30,"North","Isla Grande de Atacama","TURF","N",-27.26296,-70.95869,"Camila Gonzalez","2",1,1,"Taliepus spp.","NA",0,"NA","NA"
"1718",2022-04-16,4,30,"North","Isla Grande de Atacama","TURF","N",-27.26296,-70.95869,"Camila Gonzalez","2",2,1,"Taliepus spp.","NA",0,"NA","NA"
"1719",2022-04-16,4,30,"North","Isla Grande de Atacama","TURF","N",-27.26296,-70.95869,"Camila Gonzalez","2",3,1,"Taliepus spp.","NA",0,"NA","NA"
"1720",2022-04-16,4,30,"North","Isla Grande de Atacama","TURF","N",-27.26296,-70.95869,"Camila Gonzalez","2",4,1,"Taliepus spp.","NA",0,"NA","NA"
"1721",2022-04-16,4,30,"North","Isla Grande de Atacama","TURF","N",-27.26299,-70.95893,"Rodrigo Mu<U+00F1>oz","3",1,1,"Taliepus spp.","NA",0,"NA","NA"
"1722",2022-04-16,4,30,"North","Isla Grande de Atacama","TURF","N",-27.26299,-70.95893,"Rodrigo Mu<U+00F1>oz","3",2,1,"Taliepus spp.","NA",0,"NA","NA"
"1723",2022-04-16,4,30,"North","Isla Grande de Atacama","TURF","N",-27.26299,-70.95893,"Rodrigo Mu<U+00F1>oz","3",3,1,"Taliepus spp.","NA",0,"NA","NA"
"1724",2022-04-16,4,30,"North","Isla Grande de Atacama","TURF","N",-27.26299,-70.95893,"Rodrigo Mu<U+00F1>oz","3",4,1,"Taliepus spp.","NA",0,"NA","NA"
"1725",2022-04-16,4,30,"North","Isla Grande de Atacama","TURF","N",-27.26292,-70.95905,"Camila Gonzalez","4",1,1,"Taliepus spp.","NA",0,"NA","NA"
"1726",2022-04-16,4,30,"North","Isla Grande de Atacama","TURF","N",-27.26292,-70.95905,"Camila Gonzalez","4",2,1,"Taliepus spp.","NA",0,"NA","NA"
"1727",2022-04-16,4,30,"North","Isla Grande de Atacama","TURF","N",-27.26292,-70.95905,"Camila Gonzalez","4",3,1,"Taliepus spp.","NA",0,"NA","NA"
"1728",2022-04-16,4,30,"North","Isla Grande de Atacama","TURF","N",-27.26292,-70.95905,"Camila Gonzalez","4",4,1,"Taliepus spp.","NA",0,"NA","NA"
"1729",2022-04-18,4,30,"North-Central","Chanaral de Aceituno OA","OA","Y",-29.04989,-71.48627,"Juan Pablo Si<U+00F1>uela","1",1,1,"Taliepus spp.","NA",0,"NA","NA"
"1730",2022-04-18,4,30,"North-Central","Chanaral de Aceituno OA","OA","Y",-29.04989,-71.48627,"Juan Pablo Si<U+00F1>uela","1",2,1,"Taliepus spp.","NA",0,"NA","NA"
"1731",2022-04-18,4,30,"North-Central","Chanaral de Aceituno OA","OA","Y",-29.04989,-71.48627,"Juan Pablo Si<U+00F1>uela","1",3,1,"Taliepus spp.","NA",0,"NA","NA"
"1732",2022-04-18,4,30,"North-Central","Chanaral de Aceituno OA","OA","Y",-29.04989,-71.48627,"Juan Pablo Si<U+00F1>uela","1",4,1,"Taliepus spp.","NA",0,"NA","NA"
"1733",2022-04-18,4,30,"North-Central","Chanaral de Aceituno OA","OA","Y",-29.04983,-71.48627,"Rodrigo Mu<U+00F1>oz","2",1,1,"Taliepus spp.","NA",1,"NA","NA"
"1734",2022-04-18,4,30,"North-Central","Chanaral de Aceituno OA","OA","Y",-29.04983,-71.48627,"Rodrigo Mu<U+00F1>oz","2",2,1,"Taliepus spp.","NA",0,"NA","NA"
"1735",2022-04-18,4,30,"North-Central","Chanaral de Aceituno OA","OA","Y",-29.04983,-71.48627,"Rodrigo Mu<U+00F1>oz","2",3,1,"Taliepus spp.","NA",0,"NA","NA"
"1736",2022-04-18,4,30,"North-Central","Chanaral de Aceituno OA","OA","Y",-29.04983,-71.48627,"Rodrigo Mu<U+00F1>oz","2",4,1,"Taliepus spp.","NA",0,"NA","NA"
"1737",2022-04-18,4,30,"North-Central","Chanaral de Aceituno OA","OA","Y",-29.04995,-71.4863,"Camila Gonzalez","3",1,1,"Taliepus spp.","NA",0,"NA","NA"
"1738",2022-04-18,4,30,"North-Central","Chanaral de Aceituno OA","OA","Y",-29.04995,-71.4863,"Camila Gonzalez","3",2,1,"Taliepus spp.","NA",0,"NA","NA"
"1739",2022-04-18,4,30,"North-Central","Chanaral de Aceituno OA","OA","Y",-29.04995,-71.4863,"Camila Gonzalez","3",3,1,"Taliepus spp.","NA",0,"NA","NA"
"1740",2022-04-18,4,30,"North-Central","Chanaral de Aceituno OA","OA","Y",-29.04995,-71.4863,"Camila Gonzalez","3",4,1,"Taliepus spp.","NA",0,"NA","NA"
"1741",2022-04-18,4,30,"North-Central","Chanaral de Aceituno OA","OA","Y",-29.05005,-71.48637,"Rodrigo Mu<U+00F1>oz","4",1,1,"Taliepus spp.","NA",0,"NA","NA"
"1742",2022-04-18,4,30,"North-Central","Chanaral de Aceituno OA","OA","Y",-29.05005,-71.48637,"Rodrigo Mu<U+00F1>oz","4",2,1,"Taliepus spp.","NA",0,"NA","NA"
"1743",2022-04-18,4,30,"North-Central","Chanaral de Aceituno OA","OA","Y",-29.05005,-71.48637,"Rodrigo Mu<U+00F1>oz","4",3,1,"Taliepus spp.","NA",0,"NA","NA"
"1744",2022-04-18,4,30,"North-Central","Chanaral de Aceituno OA","OA","Y",-29.05005,-71.48637,"Rodrigo Mu<U+00F1>oz","4",4,1,"Taliepus spp.","NA",0,"NA","NA"
"1745",2022-04-19,4,30,"North-Central","Chanaral de Aceituno TURF","TURF","Y",-29.14177,-71.5013,"Camila Gonzalez","1",1,1,"Taliepus spp.","NA",0,"NA","NA"
"1746",2022-04-19,4,30,"North-Central","Chanaral de Aceituno TURF","TURF","Y",-29.14177,-71.5013,"Camila Gonzalez","1",2,1,"Taliepus spp.","NA",0,"NA","NA"
"1747",2022-04-19,4,30,"North-Central","Chanaral de Aceituno TURF","TURF","Y",-29.14177,-71.5013,"Camila Gonzalez","1",3,1,"Taliepus spp.","NA",0,"NA","NA"
"1748",2022-04-19,4,30,"North-Central","Chanaral de Aceituno TURF","TURF","Y",-29.14177,-71.5013,"Camila Gonzalez","1",4,1,"Taliepus spp.","NA",0,"NA","NA"
"1749",2022-04-19,4,30,"North-Central","Chanaral de Aceituno TURF","TURF","Y",-29.14186,-71.50125,"Rodrigo Mu<U+00F1>oz","2",1,1,"Taliepus spp.","NA",0,"NA","NA"
"1750",2022-04-19,4,30,"North-Central","Chanaral de Aceituno TURF","TURF","Y",-29.14186,-71.50125,"Rodrigo Mu<U+00F1>oz","2",2,1,"Taliepus spp.","NA",0,"NA","NA"
"1751",2022-04-19,4,30,"North-Central","Chanaral de Aceituno TURF","TURF","Y",-29.14186,-71.50125,"Rodrigo Mu<U+00F1>oz","2",3,1,"Taliepus spp.","NA",0,"NA","NA"
"1752",2022-04-19,4,30,"North-Central","Chanaral de Aceituno TURF","TURF","Y",-29.14186,-71.50125,"Rodrigo Mu<U+00F1>oz","2",4,1,"Taliepus spp.","NA",0,"NA","NA"
"1753",2022-04-19,4,30,"North-Central","Chanaral de Aceituno TURF","TURF","Y",-29.14196,-71.50123,"Rodrigo Mu<U+00F1>oz","3",1,1,"Taliepus spp.","NA",0,"NA","NA"
"1754",2022-04-19,4,30,"North-Central","Chanaral de Aceituno TURF","TURF","Y",-29.14196,-71.50123,"Rodrigo Mu<U+00F1>oz","3",2,1,"Taliepus spp.","NA",0,"NA","NA"
"1755",2022-04-19,4,30,"North-Central","Chanaral de Aceituno TURF","TURF","Y",-29.14196,-71.50123,"Rodrigo Mu<U+00F1>oz","3",3,1,"Taliepus spp.","NA",0,"NA","NA"
"1756",2022-04-19,4,30,"North-Central","Chanaral de Aceituno TURF","TURF","Y",-29.14196,-71.50123,"Rodrigo Mu<U+00F1>oz","3",4,1,"Taliepus spp.","NA",0,"NA","NA"
"1757",2022-04-19,4,30,"North-Central","Chanaral de Aceituno TURF","TURF","Y",-29.14208,-71.50133,"Camila Gonzalez","4",1,1,"Taliepus spp.","NA",0,"NA","NA"
"1758",2022-04-19,4,30,"North-Central","Chanaral de Aceituno TURF","TURF","Y",-29.14208,-71.50133,"Camila Gonzalez","4",2,1,"Taliepus spp.","NA",0,"NA","NA"
"1759",2022-04-19,4,30,"North-Central","Chanaral de Aceituno TURF","TURF","Y",-29.14208,-71.50133,"Camila Gonzalez","4",3,1,"Taliepus spp.","NA",0,"NA","NA"
"1760",2022-04-19,4,30,"North-Central","Chanaral de Aceituno TURF","TURF","Y",-29.14208,-71.50133,"Camila Gonzalez","4",4,1,"Taliepus spp.","NA",0,"NA","NA"
"1761",2020-10-03,1,12,"Central","Los Molles","OA","N",-32.208667,-71.526533,"Catalina Ruz","1",1,1,"Fissurella spp.","NA",0,"NA","NA"
"1762",2020-10-03,1,12,"Central","Los Molles","OA","N",-32.208667,-71.526533,"Catalina Ruz","1",2,1,"Fissurella spp.","NA",0,"NA","NA"
"1763",2020-10-03,1,12,"Central","Los Molles","OA","N",-32.208667,-71.526533,"Catalina Ruz","1",3,1,"Fissurella spp.","NA",0,"NA","NA"
"1764",2020-10-03,1,12,"Central","Los Molles","OA","N",-32.208667,-71.526533,"Catalina Ruz","1",4,1,"Fissurella spp.","NA",0,"NA","NA"
"1765",2020-10-04,1,12,"Central","Los Molles","OA","N",-32.208567,-71.526583,"Catalina Ruz","2",1,1,"Fissurella spp.","NA",1,"NA","NA"
"1766",2020-10-04,1,12,"Central","Los Molles","OA","N",-32.208567,-71.526583,"Catalina Ruz","2",2,1,"Fissurella spp.","NA",0,"NA","NA"
"1767",2020-10-04,1,12,"Central","Los Molles","OA","N",-32.208567,-71.526583,"Camila Gonzalez","2",3,1,"Fissurella spp.","NA",0,"NA","NA"
"1768",2020-10-04,1,12,"Central","Los Molles","OA","N",-32.208567,-71.526583,"Camila Gonzalez","2",4,1,"Fissurella spp.","NA",0,"NA","NA"
"1769",2020-10-04,1,12,"Central","Los Molles","OA","N",-32.208583,-71.526367,"Catalina Ruz","3",1,1,"Fissurella spp.","NA",0,"NA","NA"
"1770",2020-10-04,1,12,"Central","Los Molles","OA","N",-32.208583,-71.526367,"Catalina Ruz","3",2,1,"Fissurella spp.","NA",0,"NA","NA"
"1771",2020-10-04,1,12,"Central","Los Molles","OA","N",-32.208583,-71.526367,"Camila Gonzalez","3",3,1,"Fissurella spp.","NA",0,"NA","NA"
"1772",2020-10-04,1,12,"Central","Los Molles","OA","N",-32.208583,-71.526367,"Camila Gonzalez","3",4,1,"Fissurella spp.","NA",0,"NA","NA"
"1773",2020-10-04,1,12,"Central","Los Molles","OA","N",-32.20855,-71.526483,"Catalina Ruz","4",1,1,"Fissurella spp.","NA",0,"NA","NA"
"1774",2020-10-04,1,12,"Central","Los Molles","OA","N",-32.20855,-71.526483,"Catalina Ruz","4",2,1,"Fissurella spp.","NA",0,"NA","NA"
"1775",2020-10-04,1,12,"Central","Los Molles","OA","N",-32.20855,-71.526483,"Catalina Ruz","4",3,1,"Fissurella spp.","NA",3,"NA","NA"
"1776",2020-10-04,1,12,"Central","Los Molles","OA","N",-32.20855,-71.526483,"Catalina Ruz","4",4,1,"Fissurella spp.","NA",0,"NA","NA"
"1777",2020-10-23,1,12,"Central","La Ballena","TURF","N",-32.31086,-71.47646,"Nicolas Riquelme","1",1,1,"Fissurella spp.","NA",0,"NA","NA"
"1778",2020-10-23,1,12,"Central","La Ballena","TURF","N",-32.31086,-71.47646,"Nicolas Riquelme","1",2,1,"Fissurella spp.","NA",0,"NA","NA"
"1779",2020-10-23,1,12,"Central","La Ballena","TURF","N",-32.31086,-71.47646,"Nicolas Riquelme","1",3,1,"Fissurella spp.","NA",2,"NA","NA"
"1780",2020-10-23,1,12,"Central","La Ballena","TURF","N",-32.31086,-71.47646,"Nicolas Riquelme","1",4,1,"Fissurella spp.","NA",0,"NA","NA"
"1781",2020-10-23,1,12,"Central","La Ballena","TURF","N",-32.31101,-71.47634,"Nicolas Riquelme","2",1,1,"Fissurella spp.","NA",0,"NA","NA"
"1782",2020-10-23,1,12,"Central","La Ballena","TURF","N",-32.31101,-71.47634,"Nicolas Riquelme","2",2,1,"Fissurella spp.","NA",0,"NA","NA"
"1783",2020-10-23,1,12,"Central","La Ballena","TURF","N",-32.31101,-71.47634,"Nicolas Riquelme","2",3,1,"Fissurella spp.","NA",0,"NA","NA"
"1784",2020-10-23,1,12,"Central","La Ballena","TURF","N",-32.31101,-71.47634,"Nicolas Riquelme","2",4,1,"Fissurella spp.","NA",0,"NA","NA"
"1785",2020-10-23,1,12,"Central","La Ballena","TURF","N",-32.31109,-71.4763,"Nicolas Riquelme","3",1,1,"Fissurella spp.","NA",0,"NA","NA"
"1786",2020-10-23,1,12,"Central","La Ballena","TURF","N",-32.31109,-71.4763,"Nicolas Riquelme","3",2,1,"Fissurella spp.","NA",0,"NA","NA"
"1787",2020-10-23,1,12,"Central","La Ballena","TURF","N",-32.31109,-71.4763,"Nicolas Riquelme","3",3,1,"Fissurella spp.","NA",2,"NA","NA"
"1788",2020-10-23,1,12,"Central","La Ballena","TURF","N",-32.31109,-71.4763,"Nicolas Riquelme","3",4,1,"Fissurella spp.","NA",0,"NA","NA"
"1789",2020-10-23,1,12,"Central","La Ballena","TURF","N",-32.3112,-71.47638,"Nicolas Riquelme","4",1,1,"Fissurella spp.","NA",0,"NA","NA"
"1790",2020-10-23,1,12,"Central","La Ballena","TURF","N",-32.3112,-71.47638,"Nicolas Riquelme","4",2,1,"Fissurella spp.","NA",0,"NA","NA"
"1791",2020-10-23,1,12,"Central","La Ballena","TURF","N",-32.3112,-71.47638,"Nicolas Riquelme","4",3,1,"Fissurella spp.","NA",0,"NA","NA"
"1792",2020-10-23,1,12,"Central","La Ballena","TURF","N",-32.3112,-71.47638,"Nicolas Riquelme","4",4,1,"Fissurella spp.","NA",0,"NA","NA"
"1793",2020-11-01,1,12,"North-Central","Chanaral de Aceituno TURF","TURF","Y",-29.14177,-71.5013,"Camila Gonzalez","1",1,1,"Fissurella spp.","NA",1,"NA","NA"
"1794",2020-11-01,1,12,"North-Central","Chanaral de Aceituno TURF","TURF","Y",-29.14177,-71.5013,"Camila Gonzalez","1",2,1,"Fissurella spp.","NA",0,"NA","NA"
"1795",2020-11-01,1,12,"North-Central","Chanaral de Aceituno TURF","TURF","Y",-29.14177,-71.5013,"Camila Gonzalez","1",3,1,"Fissurella spp.","NA",1,"NA","NA"
"1796",2020-11-01,1,12,"North-Central","Chanaral de Aceituno TURF","TURF","Y",-29.14177,-71.5013,"Camila Gonzalez","1",4,1,"Fissurella spp.","NA",0,"NA","NA"
"1797",2020-11-01,1,12,"North-Central","Chanaral de Aceituno TURF","TURF","Y",-29.14186,-71.50125,"Camila Gonzalez","2",1,1,"Fissurella spp.","NA",0,"NA","NA"
"1798",2020-11-01,1,12,"North-Central","Chanaral de Aceituno TURF","TURF","Y",-29.14186,-71.50125,"Camila Gonzalez","2",2,1,"Fissurella spp.","NA",0,"NA","NA"
"1799",2020-11-01,1,12,"North-Central","Chanaral de Aceituno TURF","TURF","Y",-29.14186,-71.50125,"Camila Gonzalez","2",3,1,"Fissurella spp.","NA",0,"NA","NA"
"1800",2020-11-01,1,12,"North-Central","Chanaral de Aceituno TURF","TURF","Y",-29.14186,-71.50125,"Camila Gonzalez","2",4,1,"Fissurella spp.","NA",0,"NA","NA"
"1801",2020-11-01,1,12,"North-Central","Chanaral de Aceituno TURF","TURF","Y",-29.14196,-71.50123,"Alejandro Perez","3",1,1,"Fissurella spp.","NA",0,"NA","NA"
"1802",2020-11-01,1,12,"North-Central","Chanaral de Aceituno TURF","TURF","Y",-29.14196,-71.50123,"Alejandro Perez","3",2,1,"Fissurella spp.","NA",0,"NA","NA"
"1803",2020-11-01,1,12,"North-Central","Chanaral de Aceituno TURF","TURF","Y",-29.14196,-71.50123,"Alejandro Perez","3",3,1,"Fissurella spp.","NA",0,"NA","NA"
"1804",2020-11-01,1,12,"North-Central","Chanaral de Aceituno TURF","TURF","Y",-29.14196,-71.50123,"Alejandro Perez","3",4,1,"Fissurella spp.","NA",4,"NA","NA"
"1805",2020-11-01,1,12,"North-Central","Chanaral de Aceituno TURF","TURF","Y",-29.14208,-71.50133,"Alejandro Perez","4",1,1,"Fissurella spp.","NA",0,"NA","NA"
