"","Date","Survey.Number","MAE","Zone","Site","Management","Upwelling","Transect","Latitude","Longitude","Surveyor.Name","Station","Area","Depth","Dominant.Substrate.Type","Landscape.Characteristics","Species","Stage","Abundance","Density"
"125",2019-12-12,1,0,"North-Central","Chanaral de Aceituno TURF","TURF","upwelling",1,"-29.142060000000001","-71.500929999999997","Hannah Earp","5",20,"11.3","Boulder","Encrusting Algae","Lessonia trabeculata","Adult",14,0.7
"126",2019-12-12,1,0,"North-Central","Chanaral de Aceituno TURF","TURF","upwelling",1,"-29.142060000000001","-71.500929999999997","Hannah Earp","6",20,"10.7","Boulder","Encrusting Algae","Lessonia trabeculata","Adult",20,1
"127",2019-12-12,1,0,"North-Central","Chanaral de Aceituno TURF","TURF","upwelling",1,"-29.142060000000001","-71.500929999999997","Hannah Earp","7",20,"9.1999999999999993","Boulder","Encrusting Algae","Lessonia trabeculata","Adult",15,0.75
"128",2019-12-12,1,0,"North-Central","Chanaral de Aceituno TURF","TURF","upwelling",1,"-29.142060000000001","-71.500929999999997","Hannah Earp","8",20,"8.3000000000000007","Boulder","Encrusting Algae","Lessonia trabeculata","Adult",25,1.25
"129",2019-12-12,1,0,"North-Central","Chanaral de Aceituno TURF","TURF","upwelling",1,"-29.142060000000001","-71.500929999999997","Hannah Earp","9",20,"7.3","Boulder & Bedrock","Encrusting Algae","Lessonia trabeculata","Adult",18,0.9
"130",2019-12-12,1,0,"North-Central","Chanaral de Aceituno TURF","TURF","upwelling",1,"-29.142060000000001","-71.500929999999997","Hannah Earp","10",20,"6.4","Boulder & Bedrock","Encrusting Algae","Lessonia trabeculata","Adult",15,0.75
"131",2019-12-12,1,0,"North-Central","Chanaral de Aceituno TURF","TURF","upwelling",2,"-29.142230000000001","-71.501429999999999","Hannah Earp","1",20,"14.5","Boulder & Sand","Encrusting Algae","Lessonia trabeculata","Adult",7,0.35
"132",2019-12-12,1,0,"North-Central","Chanaral de Aceituno TURF","TURF","upwelling",2,"-29.142230000000001","-71.501429999999999","Hannah Earp","2",20,"14.4","Boulder & Sand","Encrusting Algae","Lessonia trabeculata","Adult",6,0.3
"133",2019-12-12,1,0,"North-Central","Chanaral de Aceituno TURF","TURF","upwelling",2,"-29.142230000000001","-71.501429999999999","Hannah Earp","3",20,"13.4","Boulder & Sand","Encrusting Algae","Lessonia trabeculata","Adult",10,0.5
"134",2019-12-12,1,0,"North-Central","Chanaral de Aceituno TURF","TURF","upwelling",2,"-29.142230000000001","-71.501429999999999","Hannah Earp","4",20,"9.4","Boulder & Sand","Encrusting Algae","Lessonia trabeculata","Adult",17,0.85
"135",2019-12-12,1,0,"North-Central","Chanaral de Aceituno TURF","TURF","upwelling",2,"-29.142230000000001","-71.501429999999999","Hannah Earp","5",20,"8.9","Boulder & Sand","Encrusting Algae","Lessonia trabeculata","Adult",9,0.45
"136",2019-12-12,1,0,"North-Central","Chanaral de Aceituno TURF","TURF","upwelling",2,"-29.142230000000001","-71.501429999999999","Hannah Earp","6",20,"4.5999999999999996","Bedrock","Encrusting Algae","Lessonia trabeculata","Adult",10,0.5
"137",2019-12-12,1,0,"North-Central","Chanaral de Aceituno TURF","TURF","upwelling",2,"-29.142230000000001","-71.501429999999999","Hannah Earp","7",20,"9.1","Boulder & Sand","Encrusting Algae","Lessonia trabeculata","Adult",12,0.6
"138",2019-12-12,1,0,"North-Central","Chanaral de Aceituno TURF","TURF","upwelling",2,"-29.142230000000001","-71.501429999999999","Hannah Earp","8",20,"8.6","Boulder & Sand","Encrusting Algae","Lessonia trabeculata","Adult",20,1
"139",2019-12-12,1,0,"North-Central","Chanaral de Aceituno TURF","TURF","upwelling",2,"-29.142230000000001","-71.501429999999999","Hannah Earp","9",20,"7.1","Boulder & Sand","Encrusting Algae","Lessonia trabeculata","Adult",21,1.05
"140",2019-12-12,1,0,"North-Central","Chanaral de Aceituno TURF","TURF","upwelling",2,"-29.142230000000001","-71.501429999999999","Hannah Earp","10",20,"5","Boulder & Sand","Encrusting Algae","Lessonia trabeculata","Adult",14,0.7
"141",2019-12-13,1,0,"North-Central","Chanaral de Aceituno TURF","TURF","upwelling",3,"NA","NA","Cata & Alejandro","1",20,"NA","Rock & Sand","Encrusting Algae & Dictyota","Lessonia trabeculata","Adult",16,0.8
"142",2019-12-13,1,0,"North-Central","Chanaral de Aceituno TURF","TURF","upwelling",3,"NA","NA","Cata & Alejandro","2",20,"NA","Rock & Sand","Encrusting Algae & Dictyota","Lessonia trabeculata","Adult",14,0.7
"143",2019-12-13,1,0,"North-Central","Chanaral de Aceituno TURF","TURF","upwelling",3,"NA","NA","Cata & Alejandro","3",20,"NA","Rock & Sand","Encrusting Algae & Dictyota","Lessonia trabeculata","Adult",15,0.75
"144",2019-12-13,1,0,"North-Central","Chanaral de Aceituno TURF","TURF","upwelling",3,"NA","NA","Cata & Alejandro","4",20,"NA","Pinnacle & Sand","Encrusting Algae & Dictyota","Lessonia trabeculata","Adult",12,0.6
"145",2019-12-13,1,0,"North-Central","Chanaral de Aceituno TURF","TURF","upwelling",3,"NA","NA","Cata & Alejandro","5",20,"NA","Pinnacle & Sand","Encrusting Algae & Dictyota","Lessonia trabeculata","Adult",22,1.1
"146",2019-12-13,1,0,"North-Central","Chanaral de Aceituno TURF","TURF","upwelling",3,"NA","NA","Cata & Alejandro","6",20,"NA","Pinnacle & Sand","Encrusting Algae & Dictyota","Lessonia trabeculata","Adult",17,0.85
"147",2019-12-13,1,0,"North-Central","Chanaral de Aceituno TURF","TURF","upwelling",3,"NA","NA","Cata & Alejandro","7",20,"NA","Rock","Encrusting Algae","Lessonia trabeculata","Adult",26,1.3
"148",2019-12-13,1,0,"North-Central","Chanaral de Aceituno TURF","TURF","upwelling",3,"NA","NA","Cata & Alejandro","8",20,"NA","Rock","Encrusting Algae","Lessonia trabeculata","Adult",12,0.6
"149",2019-12-13,1,0,"North-Central","Chanaral de Aceituno TURF","TURF","upwelling",3,"NA","NA","Cata & Alejandro","9",20,"NA","Rock","Encrusting Algae & Sponge","Lessonia trabeculata","Adult",34,1.7
"150",2019-12-13,1,0,"North-Central","Chanaral de Aceituno TURF","TURF","upwelling",3,"NA","NA","Cata & Alejandro","10",20,"NA","Rock & Sand","Encrusting Algae","Lessonia trabeculata","Adult",38,1.9
"151",2019-12-12,1,0,"North-Central","Chanaral de Aceituno TURF","TURF","upwelling",4,"-29.141200000000001","-71.500330000000005","Adam Gouraguine","1",20,"12","Bedrock","Encrusting Algae","Lessonia trabeculata","Adult",4,0.2
"152",2019-12-12,1,0,"North-Central","Chanaral de Aceituno TURF","TURF","upwelling",4,"-29.141200000000001","-71.500330000000005","Adam Gouraguine","2",20,"9","Bedrock","Encrusting Algae","Lessonia trabeculata","Adult",7,0.35
"153",2019-12-12,1,0,"North-Central","Chanaral de Aceituno TURF","TURF","upwelling",4,"-29.141200000000001","-71.500330000000005","Adam Gouraguine","3",20,"8","Bedrock","Encrusting Algae","Lessonia trabeculata","Adult",6,0.3
"154",2019-12-12,1,0,"North-Central","Chanaral de Aceituno TURF","TURF","upwelling",4,"-29.141200000000001","-71.500330000000005","Adam Gouraguine","4",20,"7","Bedrock","Encrusting Algae","Lessonia trabeculata","Adult",5,0.25
"155",2019-12-12,1,0,"North-Central","Chanaral de Aceituno TURF","TURF","upwelling",4,"-29.141200000000001","-71.500330000000005","Adam Gouraguine","5",20,"7.4","Bedrock","Encrusting Algae","Lessonia trabeculata","Adult",10,0.5
"156",2019-12-12,1,0,"North-Central","Chanaral de Aceituno TURF","TURF","upwelling",4,"-29.141200000000001","-71.500330000000005","Adam Gouraguine","6",20,"6.9","Bedrock","Encrusting Algae","Lessonia trabeculata","Adult",8,0.4
"157",2019-12-12,1,0,"North-Central","Chanaral de Aceituno TURF","TURF","upwelling",4,"-29.141200000000001","-71.500330000000005","Adam Gouraguine","7",20,"5","Bedrock","Encrusting Algae","Lessonia trabeculata","Adult",17,0.85
"158",2019-12-12,1,0,"North-Central","Chanaral de Aceituno TURF","TURF","upwelling",4,"-29.141200000000001","-71.500330000000005","Adam Gouraguine","8",20,"6.2","Bedrock","Encrusting Algae","Lessonia trabeculata","Adult",6,0.3
"159",2019-12-12,1,0,"North-Central","Chanaral de Aceituno TURF","TURF","upwelling",4,"-29.141200000000001","-71.500330000000005","Adam Gouraguine","9",20,"3.6","Bedrock","Encrusting Algae","Lessonia trabeculata","Adult",10,0.5
"160",2019-12-12,1,0,"North-Central","Chanaral de Aceituno TURF","TURF","upwelling",4,"-29.141200000000001","-71.500330000000005","Adam Gouraguine","10",20,"4.0999999999999996","Bedrock","Encrusting Algae","Lessonia trabeculata","Adult",13,0.65
"161",2019-12-13,1,0,"North-Central","Chanaral de Aceituno TURF","TURF","upwelling",5,"NA","NA","Cata & Alejandro","1",20,"6.6","Rock","Encrusting Algae","Lessonia trabeculata","Adult",22,1.1
"162",2019-12-13,1,0,"North-Central","Chanaral de Aceituno TURF","TURF","upwelling",5,"NA","NA","Cata & Alejandro","2",20,"6.5","Rock","Encrusting Algae","Lessonia trabeculata","Adult",19,0.95
"163",2019-12-13,1,0,"North-Central","Chanaral de Aceituno TURF","TURF","upwelling",5,"NA","NA","Cata & Alejandro","3",20,"6","Rock","Encrusting Algae","Lessonia trabeculata","Adult",23,1.15
"164",2019-12-13,1,0,"North-Central","Chanaral de Aceituno TURF","TURF","upwelling",5,"NA","NA","Cata & Alejandro","4",20,"5.0999999999999996","Rock & Pinnacle","Encrusting Algae","Lessonia trabeculata","Adult",22,1.1
"165",2019-12-13,1,0,"North-Central","Chanaral de Aceituno TURF","TURF","upwelling",5,"NA","NA","Cata & Alejandro","5",20,"6.1","Rock","Encrusting Algae","Lessonia trabeculata","Adult",12,0.6
"166",2019-12-13,1,0,"North-Central","Chanaral de Aceituno TURF","TURF","upwelling",5,"NA","NA","Cata & Alejandro","6",20,"5.9","Rock","Encrusting Algae","Lessonia trabeculata","Adult",26,1.3
"167",2019-12-13,1,0,"North-Central","Chanaral de Aceituno TURF","TURF","upwelling",5,"NA","NA","Cata & Alejandro","7",20,"6.3","Rock","Encrusting Algae","Lessonia trabeculata","Adult",20,1
"168",2019-12-13,1,0,"North-Central","Chanaral de Aceituno TURF","TURF","upwelling",5,"NA","NA","Cata & Alejandro","8",20,"5.0999999999999996","Rock & Pinnacle","Encrusting Algae","Lessonia trabeculata","Adult",26,1.3
"169",2019-12-13,1,0,"North-Central","Chanaral de Aceituno TURF","TURF","upwelling",5,"NA","NA","Cata & Alejandro","9",20,"6.5","Rock","Encrusting Algae","Lessonia trabeculata","Adult",25,1.25
"170",2019-12-13,1,0,"North-Central","Chanaral de Aceituno TURF","TURF","upwelling",5,"NA","NA","Cata & Alejandro","10",20,"6.4","Rock","Encrusting Algae","Lessonia trabeculata","Adult",26,1.3
"171",2019-12-14,1,0,"North-Central","Chanaral de Aceituno TURF","TURF","upwelling",6,"-29.138283000000001","-71.498566999999994","Adam Gouraguine","1",20,"10","Boulder","Encrusting Algae","Lessonia trabeculata","Adult",19,0.95
"172",2019-12-14,1,0,"North-Central","Chanaral de Aceituno TURF","TURF","upwelling",6,"-29.138283000000001","-71.498566999999994","Adam Gouraguine","2",20,"9.4","Boulder","Encrusting Algae","Lessonia trabeculata","Adult",20,1
"173",2019-12-14,1,0,"North-Central","Chanaral de Aceituno TURF","TURF","upwelling",6,"-29.138283000000001","-71.498566999999994","Adam Gouraguine","3",20,"10.6","Boulder","Encrusting Algae","Lessonia trabeculata","Adult",16,0.8
"174",2019-12-14,1,0,"North-Central","Chanaral de Aceituno TURF","TURF","upwelling",6,"-29.138283000000001","-71.498566999999994","Adam Gouraguine","4",20,"12.5","Boulder","Encrusting Algae","Lessonia trabeculata","Adult",13,0.65
"175",2019-12-14,1,0,"North-Central","Chanaral de Aceituno TURF","TURF","upwelling",6,"-29.138283000000001","-71.498566999999994","Adam Gouraguine","5",20,"9.4","Boulder","Encrusting Algae","Lessonia trabeculata","Adult",24,1.2
"176",2019-12-14,1,0,"North-Central","Chanaral de Aceituno TURF","TURF","upwelling",6,"-29.138283000000001","-71.498566999999994","Adam Gouraguine","6",20,"8.6999999999999993","Boulder","Encrusting Algae","Lessonia trabeculata","Adult",12,0.6
"177",2019-12-14,1,0,"North-Central","Chanaral de Aceituno TURF","TURF","upwelling",6,"-29.138283000000001","-71.498566999999994","Adam Gouraguine","7",20,"7.5","Boulder","Encrusting Algae","Lessonia trabeculata","Adult",15,0.75
"178",2019-12-14,1,0,"North-Central","Chanaral de Aceituno TURF","TURF","upwelling",6,"-29.138283000000001","-71.498566999999994","Adam Gouraguine","8",20,"5","Boulder","Encrusting Algae","Lessonia trabeculata","Adult",14,0.7
"179",2019-12-14,1,0,"North-Central","Chanaral de Aceituno TURF","TURF","upwelling",6,"-29.138283000000001","-71.498566999999994","Adam Gouraguine","9",20,"5.8","Boulder","Encrusting Algae","Lessonia trabeculata","Adult",21,1.05
"180",2019-12-14,1,0,"North-Central","Chanaral de Aceituno TURF","TURF","upwelling",6,"-29.138283000000001","-71.498566999999994","Adam Gouraguine","10",20,"NA","NA","NA","Lessonia trabeculata","Adult",NA,NA
"181",2019-12-14,1,0,"North-Central","Chanaral de Aceituno OA","OA","upwelling",1,"-29.049600000000002","-71.485919999999993","Cata","1",20,"NA","Rock","Encrusting Algae & Turritella (snail)","Lessonia trabeculata","Adult",11,0.55
"182",2019-12-14,1,0,"North-Central","Chanaral de Aceituno OA","OA","upwelling",1,"-29.049600000000002","-71.485919999999993","Cata","2",20,"NA","Rock & Pinnacle","Encrusting Algae & Red Turf Algae","Lessonia trabeculata","Adult",1,0.05
"183",2019-12-14,1,0,"North-Central","Chanaral de Aceituno OA","OA","upwelling",1,"-29.049600000000002","-71.485919999999993","Cata","3",20,"NA","Rock","Encrusting Algae & Red Turf Algae","Lessonia trabeculata","Adult",15,0.75
"184",2019-12-14,1,0,"North-Central","Chanaral de Aceituno OA","OA","upwelling",1,"-29.049600000000002","-71.485919999999993","Cata","4",20,"NA","Rock","Encrusting Algae & Red Turf Algae","Lessonia trabeculata","Adult",13,0.65
"185",2019-12-14,1,0,"North-Central","Chanaral de Aceituno OA","OA","upwelling",1,"-29.049600000000002","-71.485919999999993","Cata","5",20,"NA","Rock","Encrusting Algae & Red Turf Algae","Lessonia trabeculata","Adult",18,0.9
"186",2019-12-14,1,0,"North-Central","Chanaral de Aceituno OA","OA","upwelling",1,"-29.049600000000002","-71.485919999999993","Cata","6",20,"NA","Rock","Encrusting Algae & Red Turf Algae","Lessonia trabeculata","Adult",14,0.7
"187",2019-12-14,1,0,"North-Central","Chanaral de Aceituno OA","OA","upwelling",1,"-29.049600000000002","-71.485919999999993","Cata","7",20,"NA","Rock","Encrusting Algae & Red Turf Algae","Lessonia trabeculata","Adult",5,0.25
"188",2019-12-14,1,0,"North-Central","Chanaral de Aceituno OA","OA","upwelling",1,"-29.049600000000002","-71.485919999999993","Cata","8",20,"NA","Rock","Encrusting Algae & Red Turf Algae","Lessonia trabeculata","Adult",20,1
"189",2019-12-14,1,0,"North-Central","Chanaral de Aceituno OA","OA","upwelling",1,"-29.049600000000002","-71.485919999999993","Cata","9",20,"NA","Rock","Encrusting Algae & Red Turf Algae","Lessonia trabeculata","Adult",12,0.6
"190",2019-12-14,1,0,"North-Central","Chanaral de Aceituno OA","OA","upwelling",1,"-29.049600000000002","-71.485919999999993","Cata","10",20,"NA","Rock","Encrusting Algae & Red Turf Algae","Lessonia trabeculata","Adult",11,0.55
"191",2019-12-14,1,0,"North-Central","Chanaral de Aceituno OA","OA","upwelling",2,"-29.052309999999999","-71.484800000000007","Cata","1",20,"12","Rock","Encrusting Algae & Red Turf Algae","Lessonia trabeculata","Adult",22,1.1
"192",2019-12-14,1,0,"North-Central","Chanaral de Aceituno OA","OA","upwelling",2,"-29.052309999999999","-71.484800000000007","Cata","2",20,"12","Rock","Encrusting Algae & Red Turf Algae","Lessonia trabeculata","Adult",18,0.9
"193",2019-12-14,1,0,"North-Central","Chanaral de Aceituno OA","OA","upwelling",2,"-29.052309999999999","-71.484800000000007","Cata","3",20,"10.4","Rock","Encrusting Algae & Red Turf Algae","Lessonia trabeculata","Adult",17,0.85
"194",2019-12-14,1,0,"North-Central","Chanaral de Aceituno OA","OA","upwelling",2,"-29.052309999999999","-71.484800000000007","Cata","4",20,"9.8000000000000007","Rock","Encrusting Algae & Red Turf Algae","Lessonia trabeculata","Adult",10,0.5
"195",2019-12-14,1,0,"North-Central","Chanaral de Aceituno OA","OA","upwelling",2,"-29.052309999999999","-71.484800000000007","Cata","5",20,"8","Rock","Encrusting Algae & Red Turf Algae","Lessonia trabeculata","Adult",12,0.6
"196",2019-12-14,1,0,"North-Central","Chanaral de Aceituno OA","OA","upwelling",2,"-29.052309999999999","-71.484800000000007","Cata","6",20,"7.6","Rock","Encrusting Algae & Red Turf Algae","Lessonia trabeculata","Adult",8,0.4
"197",2019-12-14,1,0,"North-Central","Chanaral de Aceituno OA","OA","upwelling",2,"-29.052309999999999","-71.484800000000007","Cata","7",20,"7.2","Rock","Encrusting Algae & Red Turf Algae","Lessonia trabeculata","Adult",3,0.15
"198",2019-12-14,1,0,"North-Central","Chanaral de Aceituno OA","OA","upwelling",2,"-29.052309999999999","-71.484800000000007","Cata","8",20,"NA","Rock","Encrusting Algae & Red Turf Algae","Lessonia trabeculata","Adult",10,0.5
"199",2019-12-14,1,0,"North-Central","Chanaral de Aceituno OA","OA","upwelling",2,"-29.052309999999999","-71.484800000000007","Cata","9",20,"NA","Rock","Encrusting Algae & Red Turf Algae","Lessonia trabeculata","Adult",18,0.9
"200",2019-12-14,1,0,"North-Central","Chanaral de Aceituno OA","OA","upwelling",2,"-29.052309999999999","-71.484800000000007","Cata","10",20,"NA","Rock","Encrusting Algae & Red Turf Algae","Lessonia trabeculata","Adult",23,1.15
"201",2019-12-14,1,0,"North-Central","Chanaral de Aceituno OA","OA","upwelling",3,"-29.054310000000001","-71.484059999999999","Cata","1",20,"NA","Rock","Encrusting Algae","Lessonia trabeculata","Adult",12,0.6
"202",2019-12-14,1,0,"North-Central","Chanaral de Aceituno OA","OA","upwelling",3,"-29.054310000000001","-71.484059999999999","Cata","2",20,"16.100000000000001","Rock","Encrusting Algae","Lessonia trabeculata","Adult",13,0.65
"203",2019-12-14,1,0,"North-Central","Chanaral de Aceituno OA","OA","upwelling",3,"-29.054310000000001","-71.484059999999999","Cata","3",20,"NA","Rock","Encrusting Algae","Lessonia trabeculata","Adult",21,1.05
"204",2019-12-14,1,0,"North-Central","Chanaral de Aceituno OA","OA","upwelling",3,"-29.054310000000001","-71.484059999999999","Cata","4",20,"12.5","Rock","Encrusting Algae","Lessonia trabeculata","Adult",25,1.25
"205",2019-12-14,1,0,"North-Central","Chanaral de Aceituno OA","OA","upwelling",3,"-29.054310000000001","-71.484059999999999","Cata","5",20,"11.6","Rock","Encrusting Algae","Lessonia trabeculata","Adult",16,0.8
"206",2019-12-14,1,0,"North-Central","Chanaral de Aceituno OA","OA","upwelling",3,"-29.054310000000001","-71.484059999999999","Cata","6",20,"8.9","Rock","Encrusting Algae","Lessonia trabeculata","Adult",29,1.45
"207",2019-12-14,1,0,"North-Central","Chanaral de Aceituno OA","OA","upwelling",3,"-29.054310000000001","-71.484059999999999","Cata","7",20,"NA","Rock","Encrusting Algae","Lessonia trabeculata","Adult",7,0.35
"208",2019-12-14,1,0,"North-Central","Chanaral de Aceituno OA","OA","upwelling",3,"-29.054310000000001","-71.484059999999999","Cata","8",20,"6.7","Rock","Encrusting Algae","Lessonia trabeculata","Adult",14,0.7
"209",2019-12-14,1,0,"North-Central","Chanaral de Aceituno OA","OA","upwelling",3,"-29.054310000000001","-71.484059999999999","Cata","9",20,"8.3000000000000007","Rock","Encrusting Algae","Lessonia trabeculata","Adult",20,1
"210",2019-12-14,1,0,"North-Central","Chanaral de Aceituno OA","OA","upwelling",3,"-29.054310000000001","-71.484059999999999","Cata","10",20,"5.9","Rock","Encrusting Algae","Lessonia trabeculata","Adult",30,1.5
"211",2019-12-14,1,0,"North-Central","Chanaral de Aceituno OA","OA","upwelling",4,"-29.049800000000001","-71.485567000000003","Adam Gouraguine","1",20,"11.1","Bedrock","Encrusting Algae","Lessonia trabeculata","Adult",8,0.4
"212",2019-12-14,1,0,"North-Central","Chanaral de Aceituno OA","OA","upwelling",4,"-29.049800000000001","-71.485567000000003","Adam Gouraguine","2",20,"12.3","Bedrock","Encrusting Algae","Lessonia trabeculata","Adult",11,0.55
"213",2019-12-14,1,0,"North-Central","Chanaral de Aceituno OA","OA","upwelling",4,"-29.049800000000001","-71.485567000000003","Adam Gouraguine","3",20,"11.5","Bedrock","Encrusting Algae","Lessonia trabeculata","Adult",7,0.35
"214",2019-12-14,1,0,"North-Central","Chanaral de Aceituno OA","OA","upwelling",4,"-29.049800000000001","-71.485567000000003","Adam Gouraguine","4",20,"9.5","Bedrock","Encrusting Algae","Lessonia trabeculata","Adult",4,0.2
"215",2019-12-14,1,0,"North-Central","Chanaral de Aceituno OA","OA","upwelling",4,"-29.049800000000001","-71.485567000000003","Adam Gouraguine","5",20,"7.8","Bedrock","Encrusting Algae","Lessonia trabeculata","Adult",10,0.5
"216",2019-12-14,1,0,"North-Central","Chanaral de Aceituno OA","OA","upwelling",4,"-29.049800000000001","-71.485567000000003","Adam Gouraguine","6",20,"9.1999999999999993","Bedrock","Encrusting Algae","Lessonia trabeculata","Adult",13,0.65
"217",2019-12-14,1,0,"North-Central","Chanaral de Aceituno OA","OA","upwelling",4,"-29.049800000000001","-71.485567000000003","Adam Gouraguine","7",20,"6.9","Bedrock","Encrusting Algae","Lessonia trabeculata","Adult",8,0.4
"218",2019-12-14,1,0,"North-Central","Chanaral de Aceituno OA","OA","upwelling",4,"-29.049800000000001","-71.485567000000003","Adam Gouraguine","8",20,"7.1","Bedrock","Encrusting Algae","Lessonia trabeculata","Adult",18,0.9
"219",2019-12-14,1,0,"North-Central","Chanaral de Aceituno OA","OA","upwelling",4,"-29.049800000000001","-71.485567000000003","Adam Gouraguine","9",20,"5.0999999999999996","Bedrock","Encrusting Algae","Lessonia trabeculata","Adult",18,0.9
"220",2019-12-14,1,0,"North-Central","Chanaral de Aceituno OA","OA","upwelling",4,"-29.049800000000001","-71.485567000000003","Adam Gouraguine","10",20,"3.7","Bedrock","Encrusting Algae","Lessonia trabeculata","Adult",20,1
"221",2019-12-14,1,0,"North-Central","Chanaral de Aceituno OA","OA","upwelling",5,"-29.047833000000001","-71.484650000000002","Adam Gouraguine","1",20,"11.1","Boulder","Encrusting Algae","Lessonia trabeculata","Adult",4,0.2
"222",2019-12-14,1,0,"North-Central","Chanaral de Aceituno OA","OA","upwelling",5,"-29.047833000000001","-71.484650000000002","Adam Gouraguine","2",20,"10.4","Boulder","Encrusting Algae","Lessonia trabeculata","Adult",11,0.55
"223",2019-12-14,1,0,"North-Central","Chanaral de Aceituno OA","OA","upwelling",5,"-29.047833000000001","-71.484650000000002","Adam Gouraguine","3",20,"10","Boulder","Encrusting Algae","Lessonia trabeculata","Adult",4,0.2
"224",2019-12-14,1,0,"North-Central","Chanaral de Aceituno OA","OA","upwelling",5,"-29.047833000000001","-71.484650000000002","Adam Gouraguine","4",20,"8.9","Boulder","Encrusting Algae","Lessonia trabeculata","Adult",3,0.15
"225",2019-12-14,1,0,"North-Central","Chanaral de Aceituno OA","OA","upwelling",5,"-29.047833000000001","-71.484650000000002","Adam Gouraguine","5",20,"8.1999999999999993","Bedrock","Encrusting Algae","Lessonia trabeculata","Adult",3,0.15
"226",2019-12-14,1,0,"North-Central","Chanaral de Aceituno OA","OA","upwelling",5,"-29.047833000000001","-71.484650000000002","Adam Gouraguine","6",20,"8.1999999999999993","Bedrock","Encrusting Algae","Lessonia trabeculata","Adult",4,0.2
"227",2019-12-14,1,0,"North-Central","Chanaral de Aceituno OA","OA","upwelling",5,"-29.047833000000001","-71.484650000000002","Adam Gouraguine","7",20,"7.6","Boulder","Encrusting Algae","Lessonia trabeculata","Adult",1,0.05
"228",2019-12-14,1,0,"North-Central","Chanaral de Aceituno OA","OA","upwelling",5,"-29.047833000000001","-71.484650000000002","Adam Gouraguine","8",20,"8.1999999999999993","Boulder","Encrusting Algae","Lessonia trabeculata","Adult",5,0.25
"229",2019-12-14,1,0,"North-Central","Chanaral de Aceituno OA","OA","upwelling",5,"-29.047833000000001","-71.484650000000002","Adam Gouraguine","9",20,"9.1","Pebbles","Encrusting Algae","Lessonia trabeculata","Adult",1,0.05
"230",2019-12-14,1,0,"North-Central","Chanaral de Aceituno OA","OA","upwelling",5,"-29.047833000000001","-71.484650000000002","Adam Gouraguine","10",20,"8.8000000000000007","Pebbles","Encrusting Algae","Lessonia trabeculata","Adult",0,0
"231",2019-12-14,1,0,"North-Central","Chanaral de Aceituno OA","OA","upwelling",6,"-29.04665","-71.485967000000002","Adam Gouraguine","1",20,"16.3","Bedrock","Encrusting Algae","Lessonia trabeculata","Adult",15,0.75
"232",2019-12-14,1,0,"North-Central","Chanaral de Aceituno OA","OA","upwelling",6,"-29.04665","-71.485967000000002","Adam Gouraguine","2",20,"18","Bedrock","Encrusting Algae","Lessonia trabeculata","Adult",18,0.9
"233",2019-12-14,1,0,"North-Central","Chanaral de Aceituno OA","OA","upwelling",6,"-29.04665","-71.485967000000002","Adam Gouraguine","3",20,"16.399999999999999","Bedrock","Encrusting Algae","Lessonia trabeculata","Adult",15,0.75
"234",2019-12-14,1,0,"North-Central","Chanaral de Aceituno OA","OA","upwelling",6,"-29.04665","-71.485967000000002","Adam Gouraguine","4",20,"16.600000000000001","Bedrock","Encrusting Algae","Lessonia trabeculata","Adult",15,0.75
"235",2019-12-14,1,0,"North-Central","Chanaral de Aceituno OA","OA","upwelling",6,"-29.04665","-71.485967000000002","Adam Gouraguine","5",20,"16.100000000000001","Bedrock","Encrusting Algae","Lessonia trabeculata","Adult",18,0.9
"236",2019-12-14,1,0,"North-Central","Chanaral de Aceituno OA","OA","upwelling",6,"-29.04665","-71.485967000000002","Adam Gouraguine","6",20,"15","Bedrock","Encrusting Algae","Lessonia trabeculata","Adult",13,0.65
"237",2019-12-14,1,0,"North-Central","Chanaral de Aceituno OA","OA","upwelling",6,"-29.04665","-71.485967000000002","Adam Gouraguine","7",20,"17.8","Bedrock","Encrusting Algae","Lessonia trabeculata","Adult",17,0.85
"238",2019-12-14,1,0,"North-Central","Chanaral de Aceituno OA","OA","upwelling",6,"-29.04665","-71.485967000000002","Adam Gouraguine","8",20,"12.6","Bedrock","Encrusting Algae","Lessonia trabeculata","Adult",14,0.7
"239",2019-12-14,1,0,"North-Central","Chanaral de Aceituno OA","OA","upwelling",6,"-29.04665","-71.485967000000002","Adam Gouraguine","9",20,"10.9","Bedrock","Encrusting Algae","Lessonia trabeculata","Adult",10,0.5
"240",2019-12-14,1,0,"North-Central","Chanaral de Aceituno OA","OA","upwelling",6,"-29.04665","-71.485967000000002","Adam Gouraguine","10",20,"7.8","Bedrock","Encrusting Algae","Lessonia trabeculata","Adult",5,0.25
"241",2020-01-22,1,0,"Central","Los Molles","OA","nonupwelling",1,"-32.207819999999998","-71.53031","Hannah Earp","1",20,"22.3","Boulder & Sand","Encrusting Algae","Lessonia trabeculata","Adult",8,0.4
"242",2020-01-22,1,0,"Central","Los Molles","OA","nonupwelling",1,"-32.207819999999998","-71.53031","Hannah Earp","2",20,"22","Boulder & Sand","Encrusting Algae","Lessonia trabeculata","Adult",15,0.75
"243",2020-01-22,1,0,"Central","Los Molles","OA","nonupwelling",1,"-32.207819999999998","-71.53031","Hannah Earp","3",20,"21.4","Boulder & Sand","Encrusting Algae","Lessonia trabeculata","Adult",1,0.05
